cluster	status	loglr	df	p	p.adjust	genes
chr12:clu_21252_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ANKRD13A
chr12:clu_21253_NA	Success	0.937298690018423	2	0.391684468733871	0.98315381238489	ANKRD13A
chr12:clu_21254_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	IFT81
chr12:clu_21255_NA	Success	0.0128837065857681	1	0.872469645804214	0.990182096688689	IFT81
chr12:clu_21256_NA	Success	0.319117144511154	1	0.424350910813762	0.98315381238489	IFT81
chr12:clu_21257_NA	Not enough valid samples	NA	NA	NA	NA	IFT81
chr12:clu_21258_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	IFT81
chr12:clu_21259_NA	Success	0.357058159717099	2	0.699731800347595	0.98315381238489	ATP2A2
chr12:clu_21260_NA	Success	1.61073591954414	3	0.358722693185319	0.98315381238489	ATP2A2
chr12:clu_21261_NA	Success	0.153388148754857	1	0.579665148176494	0.98315381238489	ATP2A2
chr12:clu_21262_NA	Success	2.36437370146681	1	0.0296624800739553	0.933305443065259	ATP2A2
chr12:clu_21263_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP2A2
chr12:clu_21264_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ATP2A2
chr12:clu_21265_NA	Success	1.21678932224268	3	0.487414578151222	0.98315381238489	ANAPC7
chr12:clu_21266_NA	Success	0.983018278449435	4	0.742005805753184	0.986897708989432	ANAPC7,RP11-478C19.2
chr12:clu_21267_NA	Success	0.299025590903883	1	0.439322556020717	0.98315381238489	ANAPC7
chr12:clu_21268_NA	Success	0.0904492266912769	1	0.670602258201116	0.98315381238489	ARPC3
chr12:clu_21269_NA	Success	0.640907266192471	2	0.526814246403172	0.98315381238489	ARPC3
chr12:clu_21270_NA	Success	1.50978240281665	4	0.554556632122448	0.98315381238489	ARPC3,RP11-478C19.2
chr12:clu_21271_NA	Success	0.43496251444784	1	0.350976064643781	0.98315381238489	ARPC3
chr12:clu_21272_NA	Success	0.516024398821571	1	0.309677949358304	0.98315381238489	GPN3
chr12:clu_21273_NA	Not enough valid samples	NA	NA	NA	NA	GPN3
chr12:clu_21274_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FAM216A
chr12:clu_21275_NA	Success	3.15374205173885	2	0.0426920716454148	0.933305443065259	VPS29
chr12:clu_21276_NA	Success	2.75030550408513	5	0.357878886238004	0.98315381238489	VPS29
chr12:clu_21277_NA	Success	0.790663647672716	3	0.663631102403369	0.98315381238489	TCTN1
chr12:clu_21278_NA	Not enough valid samples	NA	NA	NA	NA	TCTN1
chr12:clu_21279_NA	Success	0.209334109921173	4	0.98092014518284	0.997301526705441	TCTN1
chr12:clu_21280_NA	Success	0.0995585415244022	3	0.977731704773716	0.996628431780222	TCTN1
chr12:clu_21281_NA	Not enough valid samples	NA	NA	NA	NA	TCTN1
chr12:clu_21282_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TCTN1
chr12:clu_21283_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TCTN1
chr12:clu_21284_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PPP1CC
chr12:clu_21285_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PPP1CC
chr12:clu_21286_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PPP1CC
chr12:clu_21287_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FAM109A
chr12:clu_21288_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FAM109A
chr12:clu_21289_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SH2B3
chr12:clu_21290_NA	Success	2.55062644504187	4	0.277065207674825	0.98315381238489	ATXN2
chr12:clu_21291_NA	Success	0.763837021195513	2	0.465875419281726	0.98315381238489	ATXN2
chr12:clu_21292_NA	Success	2.35501151194046	4	0.318365141810405	0.98315381238489	ATXN2
chr12:clu_21293_NA	Success	0.392766953561079	1	0.375453999573736	0.98315381238489	ATXN2
chr12:clu_21294_NA	Success	1.51493310968726	4	0.552839860248278	0.98315381238489	ATXN2
chr12:clu_21295_NA	Success	0.131452102422429	2	0.8768212717469	0.990620301184578	ATXN2
chr12:clu_21296_NA	Success	0.677076612334645	2	0.508100197167128	0.98315381238489	ATXN2
chr12:clu_21297_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ATXN2
chr12:clu_21298_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP11-686G8.2
chr12:clu_21299_NA	Success	0.0610771611252403	2	0.94075064759686	0.993534536358127	BRAP
chr12:clu_21300_NA	Success	0.0438384633121984	1	0.767151500350472	0.986897708989432	BRAP
chr12:clu_21301_NA	Success	4.25976609386095	4	0.0742973839661326	0.979209920259802	BRAP
chr12:clu_21302_NA	Not enough valid samples	NA	NA	NA	NA	ACAD10
chr12:clu_21303_NA	Success	1.69710472475481	5	0.639451987051981	0.98315381238489	ACAD10
chr12:clu_21304_NA	Success	2.6316847323111	6	0.510504690783001	0.98315381238489	ACAD10
chr12:clu_21305_NA	Not enough valid samples	NA	NA	NA	NA	ACAD10
chr12:clu_21306_NA	Not enough valid samples	NA	NA	NA	NA	ACAD10
chr12:clu_21307_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ACAD10
chr12:clu_21308_NA	Not enough valid samples	NA	NA	NA	NA	ACAD10,RP11-162P23.2
chr12:clu_21309_NA	Success	1.24899151358161	6	0.868693328556599	0.989430757257783	ACAD10,ALDH2,RP11-162P23.2
chr12:clu_21310_NA	Success	2.73947434794707	3	0.139903154116341	0.98315381238489	MAPKAPK5-AS1,AC003029.1
chr12:clu_21311_NA	Success	7.957128210772	11	0.144344050785274	0.98315381238489	MAPKAPK5
chr12:clu_21312_NA	Success	3.0270485467554e-05	1	0.99379187617995	0.99991661655458	MAPKAPK5
chr12:clu_21313_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MAPKAPK5
chr12:clu_21314_NA	Success	0.554694932266472	1	0.292214616892022	0.98315381238489	MAPKAPK5
chr12:clu_21315_NA	Success	0.0653912980127771	2	0.936700862470927	0.992868183193041	MAPKAPK5
chr12:clu_21316_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MAPKAPK5
chr12:clu_21317_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MAPKAPK5
chr12:clu_21318_NA	Success	0.242186429130982	3	0.92231096642392	0.991159333564393	TMEM116
chr12:clu_21319_NA	Not enough valid samples	NA	NA	NA	NA	TMEM116
chr12:clu_21320_NA	Not enough valid samples	NA	NA	NA	NA	TMEM116
chr12:clu_21321_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TMEM116
chr12:clu_21322_NA	Success	0.56822720467926	3	0.768281922106856	0.986897708989432	ERP29
chr12:clu_21323_NA	Success	0.438287507401611	2	0.645140273587195	0.98315381238489	NAA25
chr12:clu_21324_NA	Not enough valid samples	NA	NA	NA	NA	NAA25
chr12:clu_21325_NA	Success	0.386317329033545	1	0.379403231831057	0.98315381238489	NAA25
chr12:clu_21326_NA	Success	0.238102977166482	1	0.490145908130158	0.98315381238489	NAA25
chr12:clu_21327_NA	Success	0.0167684645438726	2	0.983371343610916	0.998089900382586	NAA25
chr12:clu_21328_NA	Success	1.97641396184093	2	0.138565247689011	0.98315381238489	NAA25
chr12:clu_21329_NA	Success	0.680752229104378	1	0.243276915967406	0.98315381238489	TRAFD1
chr12:clu_21330_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TRAFD1
chr12:clu_21331_NA	<=1 sample with coverage>0	NA	NA	NA	NA	HECTD4
chr12:clu_21332_NA	Success	0.0395388969336636	1	0.778551067307327	0.986897708989432	HECTD4
chr12:clu_21333_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HECTD4
chr12:clu_21334_NA	Not enough valid samples	NA	NA	NA	NA	HECTD4
chr12:clu_21335_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HECTD4
chr12:clu_21336_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HECTD4
chr12:clu_21337_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HECTD4
chr12:clu_21338_NA	Not enough valid samples	NA	NA	NA	NA	HECTD4
chr12:clu_21339_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HECTD4
chr12:clu_21340_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HECTD4
chr12:clu_21341_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	HECTD4
chr12:clu_21342_NA	Success	3.46321401309535	5	0.226169708148208	0.98315381238489	RPL6
chr12:clu_21343_NA	Success	0.213291006138128	1	0.51367088646763	0.98315381238489	PTPN11
chr12:clu_21344_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PTPN11
chr12:clu_21345_NA	Success	0.217856504418819	1	0.50919889438859	0.98315381238489	PTPN11
chr12:clu_21346_NA	Success	0.0155797220187424	1	0.859885140294159	0.989141973701193	PTPN11
chr12:clu_21347_NA	Success	0.371935231911038	2	0.689398892127047	0.98315381238489	PTPN11
chr12:clu_21348_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	OAS3
chr12:clu_21349_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	OAS3
chr12:clu_21350_NA	Success	0.856153228049777	1	0.190686392878125	0.98315381238489	DDX54,AC089999.1
chr12:clu_21351_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DDX54
chr12:clu_21352_NA	Success	0.715285421066937	1	0.231671299347635	0.98315381238489	DDX54
chr12:clu_21353_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DDX54
chr12:clu_21354_NA	Success	0.00549386532213703	1	0.916516753873144	0.991159333564393	DDX54
chr12:clu_21355_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DDX54
chr12:clu_21356_NA	Success	0.113056206306055	1	0.634421519800924	0.98315381238489	C12orf52
chr12:clu_21357_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr12:clu_21358_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	IQCD
chr12:clu_21359_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TPCN1
chr12:clu_21360_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TPCN1
chr12:clu_21361_NA	Not enough valid samples	NA	NA	NA	NA	TPCN1
chr12:clu_21362_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TPCN1
chr12:clu_21363_NA	Not enough valid samples	NA	NA	NA	NA	TPCN1
chr12:clu_21364_NA	Success	0.172491477851111	1	0.556966990337033	0.98315381238489	TPCN1
chr12:clu_21365_NA	Not enough valid samples	NA	NA	NA	NA	TPCN1
chr12:clu_21366_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TPCN1
chr12:clu_21367_NA	Success	0.501120586558727	2	0.60585137028029	0.98315381238489	TPCN1
chr12:clu_21368_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TPCN1
chr12:clu_21369_NA	Not enough valid samples	NA	NA	NA	NA	TPCN1
chr12:clu_21370_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC8B1
chr12:clu_21371_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC8B1
chr12:clu_21372_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	SLC8B1
chr12:clu_21373_NA	Success	0.0167383344229108	1	0.854824456823419	0.989141973701193	PLBD2
chr12:clu_21374_NA	Success	1.48427562309098	4	0.563101993897092	0.98315381238489	SDSL
chr12:clu_21375_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RBM19
chr12:clu_21376_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RBM19
chr12:clu_21377_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RBM19
chr12:clu_21378_NA	Not enough valid samples	NA	NA	NA	NA	RBM19
chr12:clu_21379_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RBM19
chr12:clu_21380_NA	Success	0.00453738297720463	1	0.924107069676851	0.991159333564393	TBX3
chr12:clu_21381_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TBX3
chr12:clu_21382_NA	Success	0.991451027935909	2	0.371037913847938	0.98315381238489	TBX3
chr12:clu_21383_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	NA
chr12:clu_21384_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RP11-110L15.1
chr12:clu_21385_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MED13L
chr12:clu_21386_NA	Not enough valid samples	NA	NA	NA	NA	MED13L
chr12:clu_21387_NA	Success	0.179245700826272	2	0.835900492722031	0.989141973701193	MED13L
chr12:clu_21388_NA	Success	1.7317064122276	5	0.628930821945025	0.98315381238489	C12orf49
chr12:clu_21389_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RNFT2
chr12:clu_21390_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RNFT2
chr12:clu_21391_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RNFT2
chr12:clu_21392_NA	Not enough valid samples	NA	NA	NA	NA	FBXW8
chr12:clu_21393_NA	Success	0.995755351219955	1	0.158183011738917	0.98315381238489	FBXW8
chr12:clu_21394_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	FBXW8
chr12:clu_21395_NA	Success	0.669943020543798	2	0.511737735493726	0.98315381238489	FBXW8
chr12:clu_21396_NA	Not enough valid samples	NA	NA	NA	NA	TESC
chr12:clu_21397_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TESC
chr12:clu_21398_NA	Success	0.0771013460290675	2	0.925796023101233	0.991159333564393	TESC
chr12:clu_21399_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	FBXO21
chr12:clu_21400_NA	Success	0.113271309635081	1	0.634099359385626	0.98315381238489	FBXO21
chr12:clu_21401_NA	Success	0.00547295189784336	1	0.916675222645012	0.991159333564393	FBXO21
chr12:clu_21402_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RFC5
chr12:clu_21403_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RFC5
chr12:clu_21404_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RFC5
chr12:clu_21405_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	RFC5
chr12:clu_21406_NA	Success	0.465570155246951	2	0.627777072740362	0.98315381238489	WSB2
chr12:clu_21407_NA	Success	0.997607470353302	2	0.368760657388463	0.98315381238489	WSB2
chr12:clu_21408_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	VSIG10
chr12:clu_21409_NA	Not enough valid samples	NA	NA	NA	NA	VSIG10
chr12:clu_21410_NA	Success	9.63644378624463	9	0.0229700178268159	0.927854875977823	VSIG10
chr12:clu_21411_NA	Not enough valid samples	NA	NA	NA	NA	VSIG10
chr12:clu_21412_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TAOK3
chr12:clu_21413_NA	Not enough valid samples	NA	NA	NA	NA	TAOK3
chr12:clu_21414_NA	Success	0.00121433167066698	1	0.960694985918272	0.994105229025323	TAOK3
chr12:clu_21415_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TAOK3
chr12:clu_21416_NA	Not enough valid samples	NA	NA	NA	NA	TAOK3
chr12:clu_21417_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	TAOK3
chr12:clu_21418_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SUDS3
chr12:clu_21419_NA	Success	0.0665904684586849	1	0.715156467506508	0.984653379360447	SUDS3
chr12:clu_21420_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SUDS3
chr12:clu_21421_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	SUDS3
chr12:clu_21422_NA	Success	1.98134196743641	2	0.137884077157688	0.98315381238489	SUDS3
chr12:clu_21423_NA	Not enough valid samples	NA	NA	NA	NA	PRKAB1
chr12:clu_21424_NA	Success	0.0214069442672553	1	0.836076107134966	0.989141973701193	PRKAB1
chr12:clu_21425_NA	Success	0.421572322696704	3	0.839121970199202	0.989141973701193	PRKAB1
chr12:clu_21426_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CIT
chr12:clu_21427_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CIT
chr12:clu_21428_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CIT
chr12:clu_21429_NA	<=1 sample with coverage>0	NA	NA	NA	NA	CIT
chr12:clu_21430_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CIT
chr12:clu_21431_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CCDC64
chr12:clu_21432_NA	Not enough valid samples	NA	NA	NA	NA	CCDC64
chr12:clu_21433_NA	Not enough valid samples	NA	NA	NA	NA	CCDC64
chr12:clu_21434_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CCDC64
chr12:clu_21435_NA	Success	0.206021360355066	2	0.813815692705107	0.989141973701193	RAB35
chr12:clu_21436_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RAB35
chr12:clu_21437_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RAB35
chr12:clu_21438_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	RAB35
chr12:clu_21439_NA	Success	1.12224185593959	1	0.134091657082858	0.98315381238489	GCN1L1
chr12:clu_21440_NA	Success	0.288431109275507	2	0.749438432725745	0.986897708989432	GCN1L1
chr12:clu_21441_NA	Success	0.38558218811459	1	0.379857084096517	0.98315381238489	GCN1L1
chr12:clu_21442_NA	Success	0.347117659667219	2	0.706722170670281	0.983302550056644	GCN1L1
chr12:clu_21443_NA	Success	0.846521490645159	1	0.193200322536984	0.98315381238489	GCN1L1
chr12:clu_21444_NA	Success	0.465701658131934	1	0.334498539532508	0.98315381238489	GCN1L1
chr12:clu_21445_NA	Success	2.6654993289178	2	0.0695646092385269	0.968904086483716	GCN1L1
chr12:clu_21446_NA	Success	0.147055263548083	1	0.587598369260671	0.98315381238489	GCN1L1
chr12:clu_21447_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GCN1L1
chr12:clu_21448_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	GCN1L1
chr12:clu_21449_NA	Success	0.247048664172326	5	0.992337830737847	0.99991661655458	RPLP0
chr12:clu_21450_NA	Success	0.0757331597089888	1	0.697138010928081	0.98315381238489	RPLP0
chr12:clu_21451_NA	Success	0.158653684708725	1	0.573230328403771	0.98315381238489	RPLP0
chr12:clu_21452_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PXN-AS1
chr12:clu_21453_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	PXN-AS1
chr12:clu_21454_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	PXN
chr12:clu_21455_NA	Success	2.95714653392315	5	0.314648127402935	0.98315381238489	PXN
chr12:clu_21456_NA	Success	0.207831158416013	1	0.519109438059015	0.98315381238489	PXN
chr12:clu_21457_NA	Success	2.19927258661366	5	0.493571394262425	0.98315381238489	PXN
chr12:clu_21458_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MSI1
chr12:clu_21459_NA	Success	1.56235204585714	1	0.07711387082249	0.98315381238489	TRIAP1
chr12:clu_21460_NA	Success	2.83080099879177	2	0.0589656033712018	0.962396177978357	GATC,AL021546.6
chr12:clu_21461_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	AL021546.6,GATC
chr12:clu_21462_NA	Success	0.00601073875073155	1	0.912692904802242	0.991159333564393	SRSF9
chr12:clu_21463_NA	Success	0.755753661403787	3	0.679617004340291	0.98315381238489	DYNLL1
chr12:clu_21464_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	DYNLL1
chr12:clu_21465_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	COQ5
chr12:clu_21466_NA	Success	0.357509956559397	1	0.397782342544393	0.98315381238489	COQ5
chr12:clu_21467_NA	Success	5.01647990018634	2	0.00662781626929284	0.927854875977823	COQ5
chr12:clu_21468_NA	Success	0.000838490320518304	2	0.999161861114259	0.9999315829047	RNF10
chr12:clu_21469_NA	Success	0.0377501474816881	2	0.96295350719569	0.994725906358792	RNF10
chr12:clu_21470_NA	Success	5.28229539404947	2	0.00508075506268735	0.927854875977823	RNF10
chr12:clu_21471_NA	Success	1.33777114973145	7	0.91330907750712	0.991159333564393	RNF10
chr12:clu_21472_NA	Success	0.3961912176336	1	0.373380700259337	0.98315381238489	RNF10
chr12:clu_21473_NA	Success	0.150641614200417	1	0.583079068012831	0.98315381238489	RNF10
chr12:clu_21474_NA	Success	1.73645432941169	5	0.627490800245684	0.98315381238489	POP5
chr12:clu_21475_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	MLEC
chr12:clu_21476_NA	Success	0.762428360582817	4	0.82222947831901	0.989141973701193	MLEC
chr12:clu_21477_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MLEC
chr12:clu_21478_NA	Success	0.535005081600929	4	0.899000768135122	0.990620301184578	UNC119B
chr12:clu_21479_NA	Success	0.931137704755656	2	0.394105079991799	0.98315381238489	SPPL3
chr12:clu_21480_NA	Success	1.35074193242463	4	0.608954980182781	0.98315381238489	SPPL3
chr12:clu_21481_NA	Not enough valid samples	NA	NA	NA	NA	C12orf43
chr12:clu_21482_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	C12orf43
chr12:clu_21483_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	OASL
chr12:clu_21484_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	P2RX7
chr12:clu_21485_NA	Success	0.912923455773921	5	0.872679247741485	0.990182096688689	P2RX4
chr12:clu_21486_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	CAMKK2
chr12:clu_21487_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	P2RX4
chr12:clu_21488_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	P2RX4
chr12:clu_21489_NA	Success	2.3047213440031	3	0.202733535075667	0.98315381238489	CAMKK2
chr12:clu_21490_NA	Success	0.0751448163624673	1	0.698258728449153	0.98315381238489	CAMKK2
chr12:clu_21491_NA	Success	0.141547824021671	1	0.594679360757026	0.98315381238489	CAMKK2
chr12:clu_21492_NA	Not enough valid samples	NA	NA	NA	NA	CAMKK2
chr12:clu_21493_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	CAMKK2
chr12:clu_21494_NA	Success	0.909622444679371	4	0.768959562716096	0.986897708989432	ANAPC5
chr12:clu_21495_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ANAPC5
chr12:clu_21496_NA	Success	1.09534471006526	2	0.334424307652419	0.98315381238489	ANAPC5
chr12:clu_21497_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ANAPC5
chr12:clu_21498_NA	Success	2.78022926162521	5	0.35136191998085	0.98315381238489	RNF34
chr12:clu_21499_NA	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	KDM2B
chr12:clu_21500_NA	Success	0.0234022971303744	1	0.828719851942595	0.989141973701193	KDM2B
chr12:clu_21501_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KDM2B
chr12:clu_21502_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KDM2B
chr12:clu_21503_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KDM2B
chr12:clu_21504_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KDM2B
chr12:clu_21505_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	KDM2B
chr12:clu_21506_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ORAI1
chr12:clu_21507_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	MORN3
chr12:clu_21508_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TMEM120B
chr12:clu_21509_NA	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	TMEM120B
